plot,habitat,site,treatment,spec,species,genus,family,group,hits,cover
X3SF,ridge,3,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,12,2.7210884353741496
X3C,ridge,3,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0,0
X4SF,ridge,4,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,8,1.8140589569160999
X4C,ridge,4,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1,0.22675736961451248
X5SF,ridge,5,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,54,12.244897959183673
X5C,ridge,5,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,24,5.442176870748299
D1SF,meadow,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D1C,meadow,1,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D2SF,meadow,2,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D2C,meadow,2,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D3SF,meadow,3,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D3C,meadow,3,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D4SF,meadow,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D4C,meadow,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D5SF,meadow,5,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D5C,meadow,5,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E1SF,heath,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3,0.6802721088435374
E1C,heath,1,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E2SF,heath,2,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E2C,heath,2,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E3SF,heath,3,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E3C,heath,3,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
E4SF,heath,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,2,0.45351473922902497
E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,4,0.9070294784580499
E5SF,heath,5,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,6,1.3605442176870748
E5C,heath,5,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X1SF,ridge,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X1C,ridge,1,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X2SF,ridge,2,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X2C,ridge,2,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X3SF,ridge,3,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X3C,ridge,3,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X4SF,ridge,4,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X4C,ridge,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X5SF,ridge,5,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
X5C,ridge,5,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,0,0
D1SF,meadow,1,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D1C,meadow,1,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D2SF,meadow,2,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D2C,meadow,2,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D3SF,meadow,3,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D3C,meadow,3,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D4SF,meadow,4,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D4C,meadow,4,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D5SF,meadow,5,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D5C,meadow,5,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E1SF,heath,1,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,1,0.22675736961451248
E1C,heath,1,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,1,0.22675736961451248
E2SF,heath,2,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E2C,heath,2,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E3SF,heath,3,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E3C,heath,3,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E4SF,heath,4,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E4C,heath,4,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E5SF,heath,5,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
E5C,heath,5,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X1SF,ridge,1,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X1C,ridge,1,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X2SF,ridge,2,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X2C,ridge,2,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X3SF,ridge,3,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X3C,ridge,3,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X4SF,ridge,4,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X4C,ridge,4,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X5SF,ridge,5,snowfence,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
X5C,ridge,5,control,Phycae,Phylodoce caerulea,Phylodoce,Ericaceae,eS,0,0
D1SF,meadow,1,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D1C,meadow,1,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D2SF,meadow,2,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D2C,meadow,2,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,4,0.9070294784580499
D3SF,meadow,3,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D3C,meadow,3,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D4SF,meadow,4,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D4C,meadow,4,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,8,1.8140589569160999
D5SF,meadow,5,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D5C,meadow,5,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E1SF,heath,1,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E1C,heath,1,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E2SF,heath,2,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E2C,heath,2,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E3SF,heath,3,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E3C,heath,3,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E4SF,heath,4,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E4C,heath,4,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E5SF,heath,5,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
E5C,heath,5,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X1SF,ridge,1,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X1C,ridge,1,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X2SF,ridge,2,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X2C,ridge,2,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X3SF,ridge,3,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X3C,ridge,3,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X4SF,ridge,4,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X4C,ridge,4,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X5SF,ridge,5,snowfence,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
X5C,ridge,5,control,Pinvil,Pinguicula villosa,Pinguicula,Lentibulariaceae,F,0,0
D1SF,meadow,1,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
D1C,meadow,1,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
D2SF,meadow,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,11,2.494331065759637
D2C,meadow,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,6,1.3605442176870748
D3SF,meadow,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,1,0.22675736961451248
D3C,meadow,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,12,2.7210884353741496
D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,2,0.45351473922902497
D4C,meadow,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,29,6.575963718820861
D5SF,meadow,5,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
D5C,meadow,5,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,1,0.22675736961451248
E1SF,heath,1,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E1C,heath,1,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E2SF,heath,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E2C,heath,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E3SF,heath,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E3C,heath,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E4SF,heath,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E4C,heath,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E5SF,heath,5,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
E5C,heath,5,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X1SF,ridge,1,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X1C,ridge,1,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X2SF,ridge,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X2C,ridge,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,1,0.22675736961451248
X3SF,ridge,3,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X3C,ridge,3,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X4SF,ridge,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X4C,ridge,4,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X5SF,ridge,5,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
X5C,ridge,5,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0,0
D1SF,meadow,1,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D1C,meadow,1,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D2SF,meadow,2,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D2C,meadow,2,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D3SF,meadow,3,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D3C,meadow,3,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D4SF,meadow,4,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D4C,meadow,4,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D5SF,meadow,5,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,1,0.22675736961451248
D5C,meadow,5,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E1SF,heath,1,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E1C,heath,1,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E2SF,heath,2,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E2C,heath,2,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E3SF,heath,3,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E3C,heath,3,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E4SF,heath,4,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E4C,heath,4,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E5SF,heath,5,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
E5C,heath,5,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X1SF,ridge,1,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X1C,ridge,1,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X2SF,ridge,2,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X2C,ridge,2,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X3SF,ridge,3,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X3C,ridge,3,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X4SF,ridge,4,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X4C,ridge,4,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X5SF,ridge,5,snowfence,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
X5C,ridge,5,control,Pyrsp.,Pyrola sp.,Pyrola,Ericaceae,F,0,0
D1SF,meadow,1,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
D1C,meadow,1,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
D2SF,meadow,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,9,2.0408163265306123
D2C,meadow,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,7,1.5873015873015872
D3SF,meadow,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,7,1.5873015873015872
D3C,meadow,3,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
D4SF,meadow,4,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
D4C,meadow,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2,0.45351473922902497
D5SF,meadow,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
D5C,meadow,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E1SF,heath,1,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E1C,heath,1,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E2SF,heath,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E2C,heath,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E3SF,heath,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E3C,heath,3,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E4SF,heath,4,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E4C,heath,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E5SF,heath,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
E5C,heath,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X1SF,ridge,1,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X1C,ridge,1,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X2SF,ridge,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X2C,ridge,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X3SF,ridge,3,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X3C,ridge,3,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X4SF,ridge,4,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X4C,ridge,4,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,0,0
X5SF,ridge,5,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1,0.22675736961451248
X5C,ridge,5,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1,0.22675736961451248
D1SF,meadow,1,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D1C,meadow,1,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D2SF,meadow,2,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D2C,meadow,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D3SF,meadow,3,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D3C,meadow,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,5,1.1337868480725624
D4SF,meadow,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,5,1.1337868480725624
D4C,meadow,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3,0.6802721088435374
D5SF,meadow,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D5C,meadow,5,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E1SF,heath,1,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E1C,heath,1,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E2SF,heath,2,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E2C,heath,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,3,0.6802721088435374
E3SF,heath,3,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E3C,heath,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E4SF,heath,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E4C,heath,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
E5SF,heath,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2,0.45351473922902497
E5C,heath,5,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X1SF,ridge,1,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X1C,ridge,1,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X2SF,ridge,2,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X2C,ridge,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X3SF,ridge,3,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X3C,ridge,3,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X4SF,ridge,4,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X4C,ridge,4,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X5SF,ridge,5,snowfence,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
X5C,ridge,5,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,0,0
D1SF,meadow,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D1C,meadow,1,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D2SF,meadow,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,28,6.349206349206349
D2C,meadow,2,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,1,0.22675736961451248
D3SF,meadow,3,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D3C,meadow,3,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D4SF,meadow,4,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D4C,meadow,4,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D5SF,meadow,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,28,6.349206349206349
D5C,meadow,5,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E1SF,heath,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,14,3.1746031746031744
E1C,heath,1,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E2SF,heath,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E2C,heath,2,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E3SF,heath,3,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E3C,heath,3,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E4SF,heath,4,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E4C,heath,4,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E5SF,heath,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
E5C,heath,5,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X1SF,ridge,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X1C,ridge,1,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X2SF,ridge,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X2C,ridge,2,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X3SF,ridge,3,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X3C,ridge,3,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X4SF,ridge,4,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X4C,ridge,4,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X5SF,ridge,5,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
X5C,ridge,5,control,Salarb,Salix arbuscula,Salix,Salicaceae,dS,0,0
D1SF,meadow,1,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D1C,meadow,1,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D2SF,meadow,2,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D2C,meadow,2,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D3SF,meadow,3,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D3C,meadow,3,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D4SF,meadow,4,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D4C,meadow,4,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
D5SF,meadow,5,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,6,1.3605442176870748
D5C,meadow,5,control,Salgla,Salix glauca,Salix,Salicaceae,dS,15,3.4013605442176873
E1SF,heath,1,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E1C,heath,1,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E2SF,heath,2,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E2C,heath,2,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E3SF,heath,3,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E3C,heath,3,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E4SF,heath,4,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E4C,heath,4,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E5SF,heath,5,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
E5C,heath,5,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X1SF,ridge,1,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X1C,ridge,1,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X2SF,ridge,2,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X2C,ridge,2,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X3SF,ridge,3,snowfence,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
X3C,ridge,3,control,Salgla,Salix glauca,Salix,Salicaceae,dS,0,0
