code,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
376,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,LDMC,0.30372364288918796
376,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,SLA,113.8552437223043
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,height,5.8
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,fweight,0.0743
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,dweight,0.0224
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,leafa,2.578
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,LDMC,0.30148048452220727
377,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,SLA,115.08928571428571
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,height,8.7
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,fweight,0.0769
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,dweight,0.023
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,leafa,3.222
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,LDMC,0.29908972691807545
378,D4SF,meadow,4,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,SLA,140.08695652173913
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,9.2
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.3921
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0818
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,11.278
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.20862024993624076
379,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,137.87286063569684
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,6.4
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.0896
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0221
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,3.468
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.24665178571428573
380,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,156.9230769230769
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,6
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.1215
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.0318
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,3.45
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.2617283950617284
381,D4SF,meadow,4,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,108.49056603773585
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3.2
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.0811
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0295
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,4.001
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.3637484586929716
382,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,135.62711864406782
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,5
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.1276
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0538
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,5.945
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.4216300940438872
383,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,110.50185873605949
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,2.8
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.088
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0343
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,4.383
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.38977272727272727
384,D4SF,meadow,4,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,127.78425655976677
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,3
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0294
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.012
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,0.832
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.40816326530612246
385,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,69.33333333333333
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,3.7
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0406
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0124
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.182
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.3054187192118227
386,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,95.3225806451613
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,5.1
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0646
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0252
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.598
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.3900928792569659
387,D4SF,meadow,4,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,63.41269841269842
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,16
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.3233
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.1194
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,8.569
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.3693164243736468
388,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,71.76716917922948
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,19
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.1698
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0634
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,6.26
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.37338044758539457
389,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,98.73817034700315
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,13.5
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.2139
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0747
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,5.752
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.3492286115007013
390,D4SF,meadow,4,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,77.00133868808567
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,height,0.6
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,fweight,0.0931
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,dweight,0.006
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,leafa,1.726
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,LDMC,0.0644468313641246
391,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,SLA,287.66666666666663
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,height,0.5
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,fweight,0.2459
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,dweight,0.0216
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,leafa,6.156
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,LDMC,0.08784058560390402
392,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,SLA,284.99999999999994
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,height,0.5
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,fweight,0.1352
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,dweight,0.011
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,leafa,4.744
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,LDMC,0.08136094674556213
393,D4SF,meadow,4,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,SLA,431.27272727272725
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,height,2.2
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,fweight,0.0437
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,dweight,0.0139
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,leafa,1.997
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,LDMC,0.3180778032036613
394,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,SLA,143.66906474820146
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,height,1.8
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,fweight,0.0421
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,dweight,0.0119
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,leafa,1.654
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,LDMC,0.28266033254156775
395,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,SLA,138.99159663865544
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,height,1.7
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,fweight,0.0302
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,dweight,0.0103
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,leafa,1.264
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,LDMC,0.3410596026490066
396,D4SF,meadow,4,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,SLA,122.71844660194175
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,3.9
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0741
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0346
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,2.649
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.46693657219973006
397,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,76.5606936416185
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,4.2
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0386
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0109
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,0.749
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.2823834196891192
398,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,68.71559633027523
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,0.8
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.0259
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0074
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,1.231
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.28571428571428575
399,D4SF,meadow,4,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,166.35135135135135
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,8.2
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.0552
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0213
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,NA
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3858695652173913
400,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,NA
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,7.1
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.1708
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0655
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,10.488
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3834894613583138
401,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,160.12213740458014
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,4.8
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.1063
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.0404
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,7.117
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.38005644402634053
402,D4C,meadow,4,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,176.16336633663366
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,height,6.3
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.0359
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.0158
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,1.941
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.4401114206128134
403,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,122.84810126582278
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,height,5.7
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.053900000000000003
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.0207
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,2.701
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.38404452690166974
404,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,130.4830917874396
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,height,4.6
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.0335
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.0131
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,1.573
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.39104477611940297
405,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,120.07633587786259
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,height,9.5
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,fweight,0.1706
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,dweight,0.0668
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,leafa,8.123
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,LDMC,0.39155920281359907
406,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,SLA,121.60179640718562
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,height,9.8
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,fweight,0.0653
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,dweight,0.0246
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,leafa,4.999
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,LDMC,0.37672281776416544
407,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,SLA,203.21138211382112
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,height,7.5
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,fweight,0.0593
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,dweight,0.021
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,leafa,4.217
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,LDMC,0.35413153456998314
408,D4C,meadow,4,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,SLA,200.80952380952377
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,height,11
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,fweight,0.0472
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,dweight,0.0201
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,leafa,2.09
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,LDMC,0.4258474576271187
409,D4C,meadow,4,control,Cardio,Carex dioica,Carex,Cyperaceae,G,SLA,103.98009950248756
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,12.6
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.2429
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0958
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,7.857
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.3944009880609304
410,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,82.01461377870564
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,15.8
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.1999
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0807
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,7.804
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.40370185092546274
411,D4C,meadow,4,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,96.70384138785627
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3.5
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.1643
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0728
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,7.21
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.4430919050517346
412,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,99.03846153846153
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,3
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.0555
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0246
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,3.174
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.44324324324324327
413,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,129.02439024390245
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,2.4
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.0547
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.0244
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,2.967
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.4460694698354662
414,D4C,meadow,4,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,121.59836065573771
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,2.1
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0543
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0232
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,1.897
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.42725598526703495
415,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,81.76724137931035
416,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,2.1
416,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.0617
416,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.0293
416,D4C,meadow,4,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,2.162
