code,plot,habitat,site,treatment,spec,species,genus,family,group,height,fweight,dweight,leafa,LDMC,SLA
134,E4C,heath,4,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.4,0.0617,0.0292,1.857,0.47325769854132904,63.5958904109589
135,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,6.6,0.1326,0.0343,5.101,0.2586726998491704,148.71720116618076
136,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,5.9,0.1077,0.0278,4.224,0.2581244196843082,151.9424460431655
137,E4C,heath,4,control,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,5.1,0.1327,0.0362,5.005,0.2727957799547852,138.2596685082873
138,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,12.4,0.2801,0.0766,9.653,0.27347375937165297,126.0182767624021
139,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,13.6,0.4803,0.1304,16.676,0.2714969810535082,127.88343558282209
140,E3C,heath,3,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,12.6,0.2286,0.0589,7.374,0.25765529308836393,125.19524617996603
141,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,15.8,0.0374,0.014,2.815,0.37433155080213903,201.07142857142856
142,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,12.6,0.0636,0.0273,2.86,0.42924528301886794,104.76190476190476
143,E3C,heath,3,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,17.6,0.0677,0.0277,4.006,0.40915805022156576,144.62093862815885
144,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,6.3,0.1304,0.0648,3.076,0.49693251533742333,47.46913580246914
145,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,10.2,0.1621,0.0672,4.427,0.41455891425046265,65.87797619047619
146,E3C,heath,3,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,8.5,0.1043,0.0405,3.518,0.3883029721955896,86.86419753086419
147,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.3,0.0413,0.0176,1.161,0.4261501210653753,65.9659090909091
148,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.6,0.04487,0.0196,1.265,0.4368174726989079,64.5408163265306
149,E3C,heath,3,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.8,0.0641,0.0258,1.923,0.40249609984399376,74.53488372093024
150,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,25,0.3461,0.1448,11.69,0.41837619185206587,80.73204419889501
151,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,31,0.6224,0.2273,20.405,0.3651992287917738,89.77122745270567
152,E3C,heath,3,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,32,0.8722,0.3348,32.017,0.38385691355193763,95.63022700119475
153,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,9.2,0.1036,0.0414,2.665,0.3996138996138996,64.3719806763285
154,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,8.3,0.0977,0.0369,2.672,0.3776867963152508,72.41192411924119
155,E3C,heath,3,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,5.6,0.1041,0.04,2.825,0.38424591738712777,70.625
156,E3SF,heath,3,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,20.2,0.1175,0.0448,5.715,0.38127659574468087,127.56696428571428
157,E3SF,heath,3,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,18.2,0.1348,0.0535,8.262,0.3968842729970326,154.42990654205607
158,E3SF,heath,3,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,21.8,0.1026,0.041,5.669,0.39961013645224175,138.2682926829268
159,E3SF,heath,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.6,0.1331,0.0453,7.256,0.34034560480841475,160.1766004415011
160,E3SF,heath,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.3,0.0552,0.0178,3.082,0.322463768115942,173.14606741573033
161,E3SF,heath,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,13.2,0.1527,0.0533,7.748,0.34905042567125083,145.3658536585366
162,E3SF,heath,3,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.8,0.1963,0.0821,6.915,0.41823739174732555,84.22655298416565
163,E3SF,heath,3,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.8,0.1487,0.0525,7.136,0.3530598520511096,135.92380952380952
164,E3SF,heath,3,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,6.8,0.1559,0.0537,7.89,0.3444515715202052,146.92737430167597
165,E3SF,heath,3,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.5,0.0708,0.0265,2.563,0.37429378531073443,96.71698113207547
166,E3SF,heath,3,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.7,0.0752,0.0283,2.652,0.37632978723404253,93.71024734982333
167,E3SF,heath,3,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,5,0.07,0.0277,2.301,0.3957142857142857,83.06859205776175
168,E2C,heath,2,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.5,0.1714,0.0652,7.166,0.3803967327887981,109.90797546012271
169,E2C,heath,2,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5,0.1,0.04,4.437,0.39999999999999997,110.92500000000001
170,E2C,heath,2,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.4,0.0964,0.0332,4.272,0.34439834024896265,128.67469879518072
171,E2C,heath,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,4.9,0.2301,0.0743,8.4,0.32290308561495007,113.05518169582773
172,E2C,heath,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2.3,0.0746,0.0242,3.177,0.32439678284182305,131.28099173553719
173,E2C,heath,2,control,Rubcha,Rubus chamaemorus,Rubus,Rosaceae,F,2.2,0.09,0.0303,3.746,0.33666666666666667,123.63036303630363
174,E2C,heath,2,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,20.2,0.1084,0.0433,5.043,0.3994464944649446,116.46651270207853
175,E2C,heath,2,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,26.6,0.2208,0.094,11.589,0.4257246376811594,123.2872340425532
176,E2C,heath,2,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,18.6,0.0581,0.0219,2.985,0.3769363166953528,136.3013698630137
177,E2C,heath,2,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,5.8,0.102,0.048,3.013,0.4705882352941177,62.77083333333333
178,E2C,heath,2,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.4,0.0638,0.0313,1.817,0.4905956112852665,58.05111821086262
179,E2C,heath,2,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.6,0.0833,0.0373,2.845,0.4477791116446579,76.27345844504022
180,E2C,heath,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,16.6,0.2745,0.112,10.006,0.40801457194899815,89.33928571428571
181,E2C,heath,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,25.6,0.3717,0.146,13.8,0.39278988431530804,94.5205479452055
182,E2C,heath,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,17.4,0.4889,0.1883,18.284,0.3851503374923297,97.1003717472119
183,E2C,heath,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,1,0.0446,0.0155,2.314,0.3475336322869955,149.29032258064515
184,E2C,heath,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,1.1,0.0446,0.0161,2.334,0.3609865470852018,144.9689440993789
185,E2C,heath,2,control,Linbor,Linnaea borealis,Linnaea,Caprifoliaceae,F,1.6,0.0439,0.0155,2.155,0.3530751708428246,139.03225806451613
186,E2C,heath,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,10.3,0.1171,0.0314,3.704,0.2681468830059778,117.96178343949046
187,E2C,heath,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,14,0.3568,0.0988,11.523,0.2769058295964125,116.62955465587045
188,E2C,heath,2,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,13.6,0.2854,0.0761,7.806,0.26664330763840227,102.57555847568987
189,E2C,heath,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.8,0.0668,0.026,3.681,0.38922155688622756,141.5769230769231
190,E2C,heath,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,9.6,0.1645,0.0584,8.087,0.35501519756838906,138.47602739726028
191,E2C,heath,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,10.2,0.106,0.0364,5.969,0.3433962264150944,163.9835164835165
192,E2SF,heath,2,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,18.6,0.081,0.0277,4.824,0.3419753086419753,174.15162454873646
193,E2SF,heath,2,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,15.2,0.114,0.0433,6.453,0.37982456140350873,149.03002309468823
194,E2SF,heath,2,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,19.3,0.1223,0.0482,6.161,0.39411283728536384,127.82157676348547
195,E2SF,heath,2,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.6,0.1322,0.0664,3.436,0.502269288956127,51.74698795180723
196,E2SF,heath,2,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,7.1,0.1546,0.0724,4.649,0.46830530401034937,64.21270718232044
197,E2SF,heath,2,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.8,0.0898,0.0338,2.958,0.376391982182628,87.51479289940829
198,E2SF,heath,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.8,0.1137,0.0456,4.495,0.4010554089709763,98.57456140350877
199,E2SF,heath,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.1,0.1115,0.0477,5.106,0.4278026905829596,107.04402515723271
200,E2SF,heath,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.2,0.1315,0.0535,5.698,0.4068441064638783,106.50467289719627
201,E2SF,heath,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,24,0.3028,0.1178,13.078,0.3890356671070013,111.01867572156196
202,E2SF,heath,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,22.8,0.4046,0.1564,16.269,0.3865546218487395,104.02173913043477
203,E2SF,heath,2,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,23.8,0.3867,0.1494,15.705,0.38634600465477115,105.12048192771084
204,X2SF,ridge,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2,0.103,0.054,3.857,0.5242718446601942,71.42592592592592
205,X2SF,ridge,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.4,0.1256,0.0432,3.373,0.3439490445859873,78.07870370370371
206,X2SF,ridge,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3,0.073,0.0292,2.414,0.4,82.67123287671234
207,X2SF,ridge,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.8,0.064,0.0323,1.529,0.5046875000000001,47.33746130030959
208,X2SF,ridge,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.1,0.0837,0.0432,1.813,0.5161290322580646,41.96759259259259
209,X2SF,ridge,2,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.6,0.0537,0.0288,1.323,0.5363128491620112,45.9375
210,X2C,ridge,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.4,0.0873,0.0381,2.86,0.436426116838488,75.06561679790026
211,X2C,ridge,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,1.8,0.0661,0.0284,2.048,0.4296520423600605,72.11267605633803
212,X2C,ridge,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,2.6,0.1036,0.0445,3.147,0.4295366795366795,70.71910112359551
213,X2C,ridge,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.5,0.0494,0.0251,1.062,0.5080971659919029,42.310756972111555
214,X2C,ridge,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.4,0.0625,0.0305,0.999,0.488,32.75409836065574
215,X2C,ridge,2,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.6,0.0699,0.033,1.573,0.4721030042918455,47.666666666666664
216,X2C,ridge,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,13.3,0.3032,0.1142,4.946,0.37664907651715035,43.309982486865145
217,X2C,ridge,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,9.6,0.2049,0.0765,4.37,0.3733528550512445,57.12418300653595
218,X2C,ridge,2,control,Juntri,Juncus trifidus,Juncus,Juncaceae,G,12.4,0.1682,0.0622,3.383,0.3697978596908442,54.38906752411576
219,X2C,ridge,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.3,0.0882,0.0076,1.806,0.08616780045351474,237.63157894736844
220,X2C,ridge,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.2,0.1106,0.0146,2.187,0.13200723327305605,149.79452054794518
221,X2C,ridge,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.3,0.2082,0.0197,4.649,0.0946205571565802,235.98984771573606
222,E1C,heath,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.8,0.1631,0.0661,4.531,0.40527283874923364,68.54765506807865
223,E1C,heath,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.2,0.0866,0.0322,2.937,0.37182448036951504,91.2111801242236
224,E1C,heath,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.5,0.1016,0.0448,2.897,0.4409448818897638,64.66517857142857
225,E1C,heath,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.3,0.104,0.0446,3.876,0.4288461538461539,86.90582959641256
226,E1C,heath,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.3,0.0615,0.0241,2.421,0.39186991869918697,100.4564315352697
227,E1C,heath,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3,0.1224,0.0494,4.542,0.4035947712418301,91.94331983805668
228,E1C,heath,1,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,13.2,0.0492,0.0187,3.208,0.38008130081300817,171.55080213903744
229,E1C,heath,1,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,12.6,0.0446,0.0167,2.38,0.37443946188340804,142.51497005988023
230,E1C,heath,1,control,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,12.6,0.058,0.0234,2.98,0.40344827586206894,127.35042735042735
231,E1C,heath,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,4.9,0.0381,0.0136,2.037,0.35695538057742776,149.77941176470588
232,E1C,heath,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.3,0.0679,0.0241,3.703,0.35493372606774665,153.65145228215766
233,E1C,heath,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.4,0.0832,0.0302,4.56,0.3629807692307693,150.99337748344368
234,E1C,heath,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,8.1,0.0436,0.0198,1.482,0.45412844036697253,74.84848484848484
235,E1C,heath,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,10.5,0.0419,0.0173,1.611,0.41288782816229114,93.121387283237
236,E1C,heath,1,control,Fesovi,Festuca ovina,Festuca,Poaceae,G,6.8,0.0323,0.0138,1.082,0.4272445820433436,78.40579710144928
237,E1C,heath,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,7.3,0.1732,0.0448,6.21,0.2586605080831409,138.61607142857142
238,E1C,heath,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.6,0.1506,0.0353,4.775,0.23439575033200527,135.26912181303118
239,E1C,heath,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,7.3,0.1441,0.035,4.655,0.24288688410825818,133
240,E1SF,heath,1,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,3.1,0.1841,0.0517,7.699,0.2808256382400869,148.91682785299807
241,E1SF,heath,1,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,7.8,0.1063,0.0238,5.356,0.22389463781749766,225.04201680672267
242,E1SF,heath,1,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,6.8,0.2131,0.0551,9.339,0.2585640544345378,169.491833030853
243,E1SF,heath,1,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,17.9,0.0585,0.0223,3.383,0.3811965811965812,151.70403587443946
244,E1SF,heath,1,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,22.4,0.0865,0.0367,5.364,0.4242774566473989,146.15803814713894
245,E1SF,heath,1,snowfence,Callap,Calamagrostis lapponicum,Calamagrostis,Poaceae,G,22.3,0.1666,0.0707,9.26,0.42436974789915966,130.97595473833098
246,E1SF,heath,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,9,0.053900000000000003,0.0253,2.014,0.4693877551020408,79.60474308300394
247,E1SF,heath,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,9.6,0.031,0.0141,1.224,0.45483870967741935,86.80851063829788
248,E1SF,heath,1,snowfence,Fesovi,Festuca ovina,Festuca,Poaceae,G,5,0.0313,0.0141,1.278,0.45047923322683703,90.63829787234043
249,E1SF,heath,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,9.1,0.1709,0.0616,8.513,0.3604447045055588,138.19805194805195
250,E1SF,heath,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,15.4,0.2228,0.0791,11.042,0.3550269299820467,139.5954487989886
251,E1SF,heath,1,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,21.1,0.2888,0.0982,14.595,0.3400277008310249,148.62525458248473
252,E1SF,heath,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,6.8,0.1036,0.0469,3.684,0.4527027027027027,78.55010660980811
253,E1SF,heath,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,6,0.099,0.0508,2.862,0.5131313131313131,56.338582677165356
254,E1SF,heath,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,11.2,0.1096,0.0465,4.257,0.4242700729927007,91.54838709677419
255,E1SF,heath,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.2,0.1037,0.0372,4.351,0.35872709739633557,116.96236559139786
256,E1SF,heath,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.7,0.113,0.0422,5.144,0.3734513274336283,121.89573459715639
257,E1SF,heath,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,4.9,0.1286,0.0468,5.741,0.3639191290824262,122.67094017094016
258,E1SF,heath,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,5.6,0.4077,0.0969,10.308,0.23767476085356878,106.37770897832817
259,E1SF,heath,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,7.3,0.5238,0.1223,13.827,0.2334860633829706,113.05805396565822
260,E1SF,heath,1,snowfence,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,3.8,0.2766,0.0552,7.866,0.19956616052060736,142.5
261,E1SF,heath,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,4.5,0.0818,0.0307,4.458,0.3753056234718827,145.21172638436482
262,E1SF,heath,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6,0.0742,0.0255,3.657,0.3436657681940701,143.41176470588238
263,E1SF,heath,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.6,0.154,0.0528,7.557,0.34285714285714286,143.125
264,E1SF,heath,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.7,0.1119,0.0327,3.871,0.2922252010723861,118.37920489296636
265,E1SF,heath,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.2,0.1655,0.0463,5.378,0.2797583081570997,116.15550755939525
266,E1SF,heath,1,snowfence,Pedlap,Pedicularis lapponicum,Pedicularis,Orobanchaceae,F,3.4,0.1131,0.0305,4.094,0.2696728558797524,134.22950819672133
267,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,6.2,0.132,0.0426,6.257,0.3227272727272727,146.87793427230048
268,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,7.5,0.1016,0.0344,3.539,0.33858267716535434,102.87790697674419
269,E1SF,heath,1,snowfence,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,7.7,0.1419,0.0495,6.466,0.3488372093023256,130.62626262626262
270,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.5,0.0631,0.0288,2.905,0.456418383518225,100.86805555555556
271,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3,0.0946,0.0387,3.839,0.40909090909090906,99.19896640826873
272,X1C,ridge,1,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.8,0.0946,0.0372,NA,0.3932346723044397,NA
273,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.8,0.0432,0.02,1.49,0.46296296296296297,74.5
274,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.6,0.0588,0.0272,1.822,0.46258503401360546,66.98529411764706
275,X1C,ridge,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3,0.0993,0.0459,3.189,0.46223564954682783,69.47712418300654
276,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.1,0.0782,0.0372,1.602,0.47570332480818406,43.06451612903226
277,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.8,0.0514,0.0283,1.195,0.5505836575875486,42.226148409893995
278,X1C,ridge,1,control,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.7,0.0478,0.0255,1.152,0.5334728033472803,45.1764705882353
279,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,0.8,0.0671,0.0309,1.128,0.46050670640834573,36.50485436893204
280,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,1.2,0.0846,0.0381,1.736,0.45035460992907805,45.56430446194226
281,X1C,ridge,1,control,Dialap,Diapensia lapponica,Diapensia,Diapensiaceae,eS,0.6,0.0663,0.0299,1.309,0.45098039215686275,43.77926421404682
282,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.4,0.0824,0.0386,2.593,0.4684466019417476,67.1761658031088
283,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.5,0.089,0.0426,2.764,0.4786516853932584,64.88262910798122
284,X1SF,ridge,1,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,3.6,0.0691,0.03,2.236,0.43415340086830684,74.53333333333335
285,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,2.3,0.0669,0.0342,1.716,0.5112107623318386,50.175438596491226
286,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,0.8,0.0855,0.0456,1.682,0.5333333333333333,36.8859649122807
287,X1SF,ridge,1,snowfence,Loipro,Loiseleuria procumbens,Loiseleuria,Ericaceae,eS,1.2,0.0675,0.0349,1.582,0.517037037037037,45.32951289398281
288,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,11.5,0.2731,0.0988,8.673,0.36177224459904794,87.7834008097166
289,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,9,0.0962,0.0362,3.445,0.3762993762993764,95.16574585635358
290,X1SF,ridge,1,snowfence,Juntri,Juncus trifidus,Juncus,Juncaceae,G,8.1,0.0742,0.0263,3.153,0.35444743935309975,119.88593155893535
291,D3SF,meadow,3,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.3,0.0352,0.0161,0.98,0.4573863636363636,60.869565217391305
292,D3SF,meadow,3,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.9,0.0292,0.0113,1.002,0.386986301369863,88.67256637168143
293,D3SF,meadow,3,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.6,0.0665,0.0302,1.801,0.45413533834586467,59.63576158940397
294,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,25.4,0.408,0.1736,15.981,0.4254901960784314,92.05645161290322
295,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,12.9,0.1396,0.0603,5.708,0.4319484240687679,94.66003316749585
296,D3SF,meadow,3,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,13.3,0.1649,0.0727,6.516,0.44087325651910253,89.62861072902338
297,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.1,0.1782,0.0411,4.923,0.23063973063973062,119.78102189781022
298,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,7.4,0.0879,0.0223,2.647,0.25369738339021614,118.69955156950671
299,D3SF,meadow,3,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.5,0.0702,0.0173,2.163,0.24643874643874644,125.02890173410404
300,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,10.1,0.1145,0.0435,7.179,0.37991266375545846,165.0344827586207
301,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.2,0.039,0.0155,2.574,0.3974358974358974,166.06451612903226
302,D3SF,meadow,3,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.7,0.0804,0.0295,4.674,0.3669154228855721,158.4406779661017
