ID,plot,habitat,site,treatment,spec,species,genus,family,group,trait,trait_value
128,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,d15N,-0.84
128,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,wC,51.3
128,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,d13C,-30.82
128,D5SF,meadow,5,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,CN_ratio,31.86335404
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,5.333333333333333
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.14486666666666667
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.42136666666666667
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,16.170666666666666
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.35801534473831614
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,110.02053441154128
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wN,1.58
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d15N,0.13
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wC,48.47
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d13C,-30.4
159,D5SF,meadow,5,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,CN_ratio,30.67721519
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,height,4.566666666666666
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,dweight,0.05803333333333333
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,fweight,0.14706666666666668
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,leafa,5.219333333333333
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,LDMC,0.3973050762308458
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,SLA,90.70029130226499
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wN,1.23
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d15N,-0.83
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,wC,50.17
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,d13C,-30.55
184,D5SF,meadow,5,snowfence,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,CN_ratio,40.78861789
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,4.066666666666666
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.01693333333333333
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.07053333333333334
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,3.949
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,LDMC,0.24199651033306052
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,SLA,233.9996355669072
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,wN,4.58
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,d15N,-1.19
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,wC,45.23
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,d13C,-29.31
254,D5SF,meadow,5,snowfence,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,CN_ratio,9.875545852
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,height,9.633333333333335
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,dweight,0.019333333333333334
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,fweight,0.08310000000000001
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,leafa,3.5906666666666665
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,LDMC,0.23017747111428147
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,SLA,190.03477281526062
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,wN,3.58
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,d15N,-1
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,wC,48.33
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,d13C,-31.21
284,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,CN_ratio,13.5
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,height,4.966666666666667
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,dweight,0.007333333333333333
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,fweight,0.020433333333333335
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,leafa,1.0996666666666666
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,LDMC,0.36642349555832937
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,SLA,150.20767669023482
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,wN,1.7
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,d15N,-1.89
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,wC,50.55
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,d13C,-28.62
285,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,CN_ratio,29.73529412
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,10.200000000000001
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.0569
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.14363333333333334
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,5.814333333333334
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.4007453854221755
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,99.3172638978401
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wN,2.04
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,d15N,-0.41
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wC,47
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,d13C,-27.34
138,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,CN_ratio,23.03921569
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,height,4.933333333333334
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,dweight,0.025966666666666666
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,fweight,0.06643333333333333
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,leafa,2.1246666666666667
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,LDMC,0.3950733274864705
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,SLA,80.33497682284778
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,wN,1.44
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,d15N,-3.49
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,wC,51.59
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,d13C,-29.53
129,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,CN_ratio,35.82638889
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,height,6.166666666666666
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,dweight,0.02766666666666667
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,fweight,0.1266
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,leafa,6.587
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,LDMC,0.22625992835444453
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,SLA,233.01066669205434
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,wN,4.63
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,d15N,-0.77
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,wC,46.13
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,d13C,-29.89
253,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,CN_ratio,9.963282937
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,height,4.733333333333333
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,dweight,0.08736666666666668
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,fweight,0.229
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,leafa,9.304
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,LDMC,0.3755961357633616
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,SLA,111.51078049634586
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wN,1.45
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d15N,-1.15
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,wC,49.61
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,d13C,-30.01
160,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,CN_ratio,34.2137931
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,height,8.4
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,dweight,0.040633333333333334
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,fweight,0.12453333333333333
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,leafa,4.341666666666667
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,LDMC,0.32454766048883227
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,SLA,110.6216841559498
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,wN,1.9
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,d15N,-0.77
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,wC,47.51
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,d13C,-27.56
216,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,CN_ratio,25.00526316
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,height,8.3
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,dweight,0.07893333333333333
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,fweight,0.31930000000000003
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,leafa,9.088333333333333
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,LDMC,0.24759773865907458
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,SLA,115.3093583373616
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,wN,2.7
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,d15N,-0.28
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,wC,48.16
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,d13C,-26.75
190,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,CN_ratio,17.83703704
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,height,8.033333333333333
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,dweight,0.047200000000000006
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,fweight,0.1363
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,leafa,8.477666666666668
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,LDMC,0.3386571142566558
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,SLA,182.5154951954073
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wN,1.89
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d15N,-2.03
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,wC,45.92
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,d13C,-28.3
117,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,CN_ratio,24.2962963
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,height,3.4333333333333336
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,dweight,0.0252
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,fweight,0.07453333333333334
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,leafa,4.325333333333333
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,LDMC,0.3378377303198869
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,SLA,171.66378447190465
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,wN,1.78
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,d15N,-1.62
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,wC,45.51
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,d13C,-30.12
234,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,CN_ratio,25.56741573
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,height,2.933333333333333
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,dweight,0.08463333333333334
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,fweight,0.23226666666666668
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,leafa,7.565666666666667
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,LDMC,0.36045258483769615
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,SLA,90.59064771793798
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,wN,1.79
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,d15N,-1.56
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,wC,48.21
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,d13C,-30.97
311,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,CN_ratio,26.93296089
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,height,7.2
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,dweight,0.05583333333333334
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,fweight,0.21133333333333332
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,leafa,6.112
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,LDMC,0.2632000883683756
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,SLA,110.81472403776324
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,wN,1.67
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,d15N,2.44
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,wC,37.45
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,d13C,-28.59
273,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,CN_ratio,22.4251497
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,height,4.1
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,dweight,0.0091
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,fweight,0.027466666666666667
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,leafa,1.2750000000000001
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,LDMC,0.33101622577388623
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,SLA,140.6328944623072
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,wN,1.12
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,d15N,0.19
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,wC,49.6
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,d13C,-29.35
312,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,CN_ratio,44.28571429
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,height,2
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,dweight,0.0229
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,fweight,0.06456666666666666
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,leafa,1.8866666666666667
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,LDMC,0.3599774479913863
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,SLA,80.08903590908263
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,wN,1.48
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,d15N,-0.58
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,wC,39.6
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,d13C,-28.49
248,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,CN_ratio,26.75675676
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,height,54
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,dweight,0.20373333333333332
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,fweight,0.49543333333333334
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,leafa,19.162333333333333
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,LDMC,0.41281772281566326
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,SLA,94.62086453998069
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,wN,2.26
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,d15N,-2.77
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,wC,50.52
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,d13C,-28.84
203,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,CN_ratio,22.3539823
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,height,8.266666666666666
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,dweight,0.16566666666666668
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,fweight,0.7967333333333333
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,leafa,23.620333333333335
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,LDMC,0.20589353059688492
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,SLA,146.98383238414053
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,wN,1.95
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,d15N,-2.35
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,wC,44.79
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,d13C,-28.54
313,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,CN_ratio,22.96923077
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,height,1.1333333333333333
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,dweight,0.0132
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,fweight,0.06813333333333334
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,leafa,1.517
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,LDMC,0.1930006079311635
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,SLA,117.24359288570083
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,wN,1.59
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,d15N,-0.95
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,wC,40.08
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,d13C,-28.28
316,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,CN_ratio,25.20754717
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,height,4.933333333333334
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,dweight,0.030166666666666668
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,fweight,0.09056666666666667
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,leafa,4.151
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,LDMC,0.33221162286257266
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,SLA,140.03667617911805
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,wN,2.17
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,d15N,-2.31
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,wC,46.37
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,d13C,-30.14
317,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,CN_ratio,21.36866359
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,height,11.666666666666666
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,dweight,0.06996666666666666
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,fweight,0.17246666666666666
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,leafa,5.18
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,LDMC,0.4055190382429567
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,SLA,74.18520074960628
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wN,1.78
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,d15N,-0.21
139,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,wC,47.96
